user_id,username,full_name,profile_pic_url,follower_count,biography,is_verified
195178788,orlandomagic,Orlando Magic,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/466989938_1955739918171547_6435791137837417708_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QEc18GowcxwefuL-TJDKXyH8DD53wmA0-A5aSvmjovOnBriaX9KilM-mmJkUkMvxDU&_nc_ohc=1MUmfD-wuxcQ7kNvwEcSVUY&_nc_gid=cHOLc1x3nVuCRqjKQMcHkQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKGarii4m5BzvW00IT66n20YhYH8GdxK0PSuZZXdQTNDg&oe=683F975E&_nc_sid=10d13b,307678,building the culture in the O 🪄,True
