post_id,post_title,post_text,post_time,profile_id,profile_name,reaction_count,comment_count,post_url
9q8dSsgKYYY,the difference between tata and Maruti- gearbox broken ,,6 days ago,,,209706,"View 1,992 comments",https://www.youtube.com/shorts/9q8dSsgKYYY
