description,subscriber_count,view_count,joined_date,video_count,canonical_channel_url,channel_id,title,link
"petite goofball who loves fashion beauty + laughing
@alisharevel on IG and  Tiktok
Listen my podcast @RevelCulture available on Spotify and  Apple now
",15.7K subscribers,"1,261,722 views","Joined Jul 8, 2016",849 videos,http://www.youtube.com/@alisha_revel,UCnQghMm3Z164JFhScQYFTBw,Everything you need ,bio.site/alisha.revel
