user_id,username,full_name,profile_pic_url,follower_count,biography
195178788,orlandomagic,Orlando Magic,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/503994828_17912966148106351_6850421647411297515_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QEcTx-b4urfbDFP04hu066v5ED48-g7887HHwdKi9Fm4EIUtS9-Mwvavu3Rvs3VmcFQvdUBjzCbe7_GgWnGHA-K&_nc_ohc=ejozc4NaKwYQ7kNvwGbg-Yl&_nc_gid=xronw-1_OJLe3e6WqVoPBg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfMOXKZldy3EHG8AFHjLqa_gr8Eax9sBw0NmTDMQHaztDQ&oe=6846E494&_nc_sid=10d13b,308499,building the culture in the O 🪄
