description,subscriber_count,view_count,joined_date,video_count,title,link
"petite goofball who loves fashion beauty + laughing
@alisharevel on IG and  Tiktok
Listen my podcast @RevelCulture available on Spotify and  Apple now
",15.7K subscribers,"1,258,058 views","Joined Jul 8, 2016",846 videos,Everything you need ,bio.site/alisha.revel
