post_id,post_text,post_time,profile_id,profile_name,reaction_count,comment_count,post_url
1694791112567967849,"Some memories stick with you forever. Others follow you around the internet for 28 years. Happy birthday, @Windows. https://t.co/CUqLN2fqlW",Thu Aug 24 19:17:43 +0000 2023,50393960,Bill Gates,133853,1,https://twitter.com/i/web/status/1694791112567967849
