reply_id,username,user_id,profile_pic_url,is_verified,reply_text,like_count,timestamp,friendship_status,is_paid_partnership,caption,media_type
3462070596773592457,techwithandrea,63095283419,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/452066109_3821738378146264_2210978317214294403_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFPZIq6DBdAGQxvrP3OLTODgnxtkEXuDfGqPZcfua1iyQ1i6z9GGhvmQHD13oHqZko&_nc_ohc=VBYPhxtn8H4Q7kNvwHMOhpz&_nc_gid=O7iMlS-0Q9uzJIy3vrQXPQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLe7Eq9eM6IgdiSKqNUk1qjny0fJOEe3PCkTWBlxvu-0A&oe=683E40A4&_nc_sid=10d13b,True,Just picked up my iPhone 16 Pro 📱,144,1726930997,,,"Just picked up my iPhone 16 Pro 📱apple 
iPhone16Pro 
I can’t get over how beautiful this location is 🥹",8
3462092214430481642,velvetrosay,66738474607,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/462433414_1216474986297216_3133353371636050972_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFPZIq6DBdAGQxvrP3OLTODgnxtkEXuDfGqPZcfua1iyQ1i6z9GGhvmQHD13oHqZko&_nc_ohc=bzru2tYWFvsQ7kNvwHIO1PP&_nc_gid=O7iMlS-0Q9uzJIy3vrQXPQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ22I0vLiEc5-fz3ePIQpd4idmpT0gPTrnd6J2OI1Ja_g&oe=683E2733&_nc_sid=10d13b,False,Ooh welcome to DC! I hear it’s also one of the nicest Apple Stores in the area! Been meaning to go there 🥰,2,1726933574,,,Ooh welcome to DC! I hear it’s also one of the nicest Apple Stores in the area! Been meaning to go there 🥰,19
3462218756263679972,techwithandrea,63095283419,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/452066109_3821738378146264_2210978317214294403_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFPZIq6DBdAGQxvrP3OLTODgnxtkEXuDfGqPZcfua1iyQ1i6z9GGhvmQHD13oHqZko&_nc_ohc=VBYPhxtn8H4Q7kNvwHMOhpz&_nc_gid=O7iMlS-0Q9uzJIy3vrQXPQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLe7Eq9eM6IgdiSKqNUk1qjny0fJOEe3PCkTWBlxvu-0A&oe=683E40A4&_nc_sid=10d13b,True,Thank you! 😊 it’s the prettiest place for an Apple Store I have ever seen!,1,1726948659,,,Thank you! 😊 it’s the prettiest place for an Apple Store I have ever seen!,19
3462171673145949786,kevinataylor,63417364793,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/358219264_1275179066703727_737437291646070575_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFPZIq6DBdAGQxvrP3OLTODgnxtkEXuDfGqPZcfua1iyQ1i6z9GGhvmQHD13oHqZko&_nc_ohc=OWkb6A2wqoQQ7kNvwFvamC-&_nc_gid=O7iMlS-0Q9uzJIy3vrQXPQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLrOp8rqPA0jCLVLr187mWSTng0ZdNH34wJ5aOOemBobQ&oe=683E1047&_nc_sid=10d13b,False,Ya… There’s a whole museum upstairs and downstairs!,1,1726943047,,,Ya… There’s a whole museum upstairs and downstairs!,19
3462218889407599485,techwithandrea,63095283419,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/452066109_3821738378146264_2210978317214294403_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFPZIq6DBdAGQxvrP3OLTODgnxtkEXuDfGqPZcfua1iyQ1i6z9GGhvmQHD13oHqZko&_nc_ohc=VBYPhxtn8H4Q7kNvwHMOhpz&_nc_gid=O7iMlS-0Q9uzJIy3vrQXPQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLe7Eq9eM6IgdiSKqNUk1qjny0fJOEe3PCkTWBlxvu-0A&oe=683E40A4&_nc_sid=10d13b,True,Wait I didn’t know that lol! I shall go back soon,1,1726948675,,,Wait I didn’t know that lol! I shall go back soon,19
3462219207562397011,kevinataylor,63417364793,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/358219264_1275179066703727_737437291646070575_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFPZIq6DBdAGQxvrP3OLTODgnxtkEXuDfGqPZcfua1iyQ1i6z9GGhvmQHD13oHqZko&_nc_ohc=OWkb6A2wqoQQ7kNvwFvamC-&_nc_gid=O7iMlS-0Q9uzJIy3vrQXPQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLrOp8rqPA0jCLVLr187mWSTng0ZdNH34wJ5aOOemBobQ&oe=683E1047&_nc_sid=10d13b,False,Yup! It’s pretty cool too.,0,1726948713,,,Yup! It’s pretty cool too.,19
